n_gt,n_pred,tp,fp,fn,precision,recall,f1,mean_dstart_ms,mean_dend_ms,recall_q1,f1_q1,recall_q2,f1_q2,recall_q3,f1_q3,tape,model,variant
57,140,29,111,28,0.20714285714285716,0.5087719298245614,0.29441624365482233,209.4482758620488,256.9310344827643,1.0,0.12903225806451613,0.4878048780487805,0.5714285714285714,0.5,0.32558139534883723,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th70
0,38,0,38,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th70
5,91,3,88,2,0.03296703296703297,0.6,0.0625,246.66666666670758,333.33333333329546,,,0.6,0.7499999999999999,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th70
1,583,0,583,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th40
0,322,0,322,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th40
7,407,0,407,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th40
1,115,1,114,0,0.008695652173913044,1.0,0.017241379310344827,291.00000000016735,327.99999999997453,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th40
1,319,0,319,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th40
37,211,15,196,22,0.07109004739336493,0.40540540540540543,0.12096774193548387,279.533333333336,303.26666666667614,0.2857142857142857,0.2758620689655172,0.4,0.4571428571428572,1.0,0.33333333333333337,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th40
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th40
0,548,0,548,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th40
16,823,3,820,13,0.0036452004860267314,0.1875,0.007151370679380215,258.3333333333376,193.6666666666653,0.0,,0.18181818181818182,0.28571428571428575,1.0,0.5,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th40
1,336,0,336,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th40
3,691,1,690,2,0.001447178002894356,0.3333333333333333,0.0028818443804034585,164.99999999996362,317.0000000000073,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th40
57,524,26,498,31,0.04961832061068702,0.45614035087719296,0.08950086058519793,225.4615384615022,309.73076923074944,0.5,0.07142857142857144,0.43902439024390244,0.5373134328358209,0.5,0.35000000000000003,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th40
0,121,0,121,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th40
5,137,1,136,4,0.0072992700729927005,0.2,0.014084507042253521,195.00000000005002,210.00000000003638,,,0.2,0.33333333333333337,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th40
1,87,1,86,0,0.011494252873563218,1.0,0.022727272727272724,245.00000000000455,274.99999999997726,1.0,1.0,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th90
0,41,0,41,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th90
7,86,3,83,4,0.03488372093023256,0.42857142857142855,0.06451612903225806,131.6666666666606,221.66666666665455,0.0,,0.5,0.6666666666666666,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th90
1,29,1,28,0,0.034482758620689655,1.0,0.06666666666666667,191.00000000003092,228.00000000006548,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th90
1,72,1,71,0,0.013888888888888888,1.0,0.0273972602739726,201.99999999999818,263.9999999998963,1.0,1.0,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th90
37,82,27,55,10,0.32926829268292684,0.7297297297297297,0.45378151260504207,217.44444444447268,250.96296296294125,0.7857142857142857,0.5365853658536585,0.65,0.553191489361702,1.0,0.19999999999999998,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th90
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th90
0,116,0,116,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th90
16,24,8,16,8,0.3333333333333333,0.5,0.4,180.37500000000773,179.8749999999987,0.25,0.16666666666666666,0.5454545454545454,0.631578947368421,1.0,0.2222222222222222,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th90
1,215,0,215,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th90
3,4,1,3,2,0.25,0.3333333333333333,0.28571428571428575,264.99999999998636,216.99999999998454,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th90
57,79,43,36,14,0.5443037974683544,0.7543859649122807,0.6323529411764707,161.44186046510984,201.62790697673663,1.0,0.08888888888888888,0.7804878048780488,0.761904761904762,0.6428571428571429,0.31578947368421056,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th90
0,2,0,2,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th90
5,47,3,44,2,0.06382978723404255,0.6,0.11538461538461536,150.33333333326482,370.00000000000455,,,0.6,0.7499999999999999,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th90
1,675,0,675,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th30
0,394,0,394,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th30
7,468,0,468,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th30
1,139,1,138,0,0.007194244604316547,1.0,0.014285714285714287,291.00000000016735,327.99999999997453,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th30
1,371,0,371,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th30
37,246,15,231,22,0.06097560975609756,0.40540540540540543,0.10600706713780919,299.5333333333444,313.26666666666705,0.2857142857142857,0.2758620689655172,0.4,0.4571428571428572,1.0,0.33333333333333337,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th30
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th30
0,648,0,648,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th30
16,983,3,980,13,0.003051881993896236,0.1875,0.006006006006006006,258.3333333333376,210.33333333333576,0.0,,0.18181818181818182,0.28571428571428575,1.0,0.5,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th30
1,364,0,364,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th30
3,910,1,909,2,0.001098901098901099,0.3333333333333333,0.002190580503833516,115.0000000000091,317.0000000000073,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th30
57,718,20,698,37,0.027855153203342618,0.3508771929824561,0.051612903225806445,229.1499999999644,390.8999999999793,0.5,0.09090909090909091,0.34146341463414637,0.4590163934426229,0.35714285714285715,0.2941176470588235,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th30
0,161,0,161,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th30
5,187,1,186,4,0.0053475935828877,0.2,0.010416666666666666,195.00000000005002,210.00000000003638,,,0.2,0.33333333333333337,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th30
1,179,1,178,0,0.00558659217877095,1.0,0.011111111111111112,294.9999999999591,274.99999999997726,1.0,1.0,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th80
0,73,0,73,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th80
7,178,1,177,6,0.0056179775280898875,0.14285714285714285,0.01081081081081081,150.0000000000341,250.0,0.0,,0.16666666666666666,0.2857142857142857,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th80
1,43,1,42,0,0.023255813953488372,1.0,0.04545454545454545,240.99999999998545,278.00000000002,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th80
1,122,1,121,0,0.00819672131147541,1.0,0.016260162601626018,302.0000000001346,263.9999999998963,1.0,1.0,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th80
37,105,19,86,18,0.18095238095238095,0.5135135135135135,0.2676056338028169,253.0526315789455,281.73684210525875,0.42857142857142855,0.36363636363636365,0.5,0.5128205128205129,1.0,0.2727272727272727,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th80
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th80
0,164,0,164,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th80
16,69,4,65,12,0.057971014492753624,0.25,0.09411764705882354,208.25000000000048,169.49999999999665,0.0,,0.2727272727272727,0.39999999999999997,1.0,0.4,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th80
1,262,0,262,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th80
3,18,2,16,1,0.1111111111111111,0.6666666666666666,0.1904761904761905,131.00000000000023,246.50000000005434,,,0.6666666666666666,0.8,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th80
57,103,35,68,22,0.33980582524271846,0.6140350877192983,0.43750000000000006,194.85714285713536,236.74285714285637,1.0,0.1081081081081081,0.5853658536585366,0.6315789473684211,0.6428571428571429,0.36734693877551017,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th80
0,16,0,16,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th80
5,80,2,78,3,0.025,0.4,0.04705882352941177,193.50000000002865,217.50000000002956,,,0.4,0.5714285714285715,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th80
1,782,0,782,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th20
0,510,0,510,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th20
7,534,0,534,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th20
1,180,1,179,0,0.005555555555555556,1.0,0.011049723756906079,291.00000000016735,327.99999999997453,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th20
1,454,0,454,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th20
37,297,12,285,25,0.04040404040404041,0.32432432432432434,0.07185628742514971,303.0833333333381,312.9999999999923,0.21428571428571427,0.23076923076923075,0.3,0.37499999999999994,1.0,0.4,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th20
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th20
0,733,0,733,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th20
16,1136,2,1134,14,0.0017605633802816902,0.125,0.0034722222222222225,281.000000000013,247.50000000000938,0.0,,0.09090909090909091,0.15384615384615385,1.0,0.6666666666666666,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th20
1,418,0,418,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th20
3,1123,0,1123,3,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th20
57,906,15,891,42,0.016556291390728478,0.2631578947368421,0.03115264797507788,245.5999999999771,364.33333333329,0.5,0.11764705882352941,0.24390243902439024,0.35714285714285715,0.2857142857142857,0.2758620689655172,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th20
0,221,0,221,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th20
5,261,1,260,4,0.0038314176245210726,0.2,0.007518796992481203,195.00000000005002,259.9999999999909,,,0.2,0.33333333333333337,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th20
1,935,0,935,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th10
0,712,0,712,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th10
7,616,0,616,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th10
1,225,1,224,0,0.0044444444444444444,1.0,0.008849557522123894,291.00000000016735,327.99999999997453,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th10
1,566,0,566,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th10
37,422,12,410,25,0.02843601895734597,0.32432432432432434,0.0522875816993464,311.4166666666716,325.49999999999517,0.21428571428571427,0.23076923076923075,0.3,0.37499999999999994,1.0,0.4,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th10
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th10
0,818,0,818,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th10
16,1111,1,1110,15,0.0009000900090009,0.0625,0.0017746228926353148,273.00000000002456,168.00000000000637,0.0,,0.0,,1.0,1.0,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th10
1,509,0,509,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th10
3,1170,0,1170,3,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th10
57,1018,13,1005,44,0.012770137524557957,0.22807017543859648,0.024186046511627906,259.6153846153693,443.53846153841926,0.0,,0.21951219512195122,0.3333333333333333,0.2857142857142857,0.29629629629629634,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th10
0,283,0,283,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th10
5,424,0,424,5,0.0,0.0,0.0,,,,,0.0,,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th10
1,476,0,476,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th50
0,253,0,253,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th50
7,344,1,343,6,0.0029069767441860465,0.14285714285714285,0.005698005698005697,158.99999999999181,218.99999999993724,0.0,,0.16666666666666666,0.2857142857142857,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th50
1,94,1,93,0,0.010638297872340425,1.0,0.021052631578947368,291.00000000016735,327.99999999997453,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th50
1,275,0,275,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th50
37,172,16,156,21,0.09302325581395349,0.43243243243243246,0.15311004784688997,281.6250000000018,300.12500000000887,0.2857142857142857,0.26666666666666666,0.45,0.5,1.0,0.3157894736842105,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th50
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th50
0,450,0,450,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th50
16,650,4,646,12,0.006153846153846154,0.25,0.01201201201201201,233.25000000000352,228.49999999999858,0.0,,0.2727272727272727,0.39999999999999997,1.0,0.4,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th50
1,316,0,316,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th50
3,438,1,437,2,0.00228310502283105,0.3333333333333333,0.004535147392290249,164.99999999996362,317.0000000000073,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th50
57,346,26,320,31,0.07514450867052024,0.45614035087719296,0.12903225806451613,219.3846153845818,278.26923076921923,0.5,0.07142857142857144,0.43902439024390244,0.5373134328358209,0.5,0.35000000000000003,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th50
0,97,0,97,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th50
5,105,1,104,4,0.009523809523809525,0.2,0.018181818181818184,195.00000000005002,210.00000000003638,,,0.2,0.33333333333333337,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th50
1,385,0,385,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v3_tape_proportional,len500_hop050_th60
0,171,0,171,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v3_tape_proportional,len500_hop050_th60
7,293,1,292,6,0.0034129692832764505,0.14285714285714285,0.006666666666666667,158.99999999999181,218.99999999993724,0.0,,0.16666666666666666,0.2857142857142857,,,4212_20250205.wav,v3_tape_proportional,len500_hop050_th60
1,78,1,77,0,0.01282051282051282,1.0,0.02531645569620253,291.00000000016735,327.99999999997453,,,,,1.0,1.0,7919_20250203.wav,v3_tape_proportional,len500_hop050_th60
1,230,0,230,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v3_tape_proportional,len500_hop050_th60
37,148,18,130,19,0.12162162162162163,0.4864864864864865,0.1945945945945946,277.6111111111221,296.8888888888921,0.42857142857142855,0.375,0.45,0.4736842105263158,1.0,0.2857142857142857,TINA_20250203_v2.wav,v3_tape_proportional,len500_hop050_th60
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v3_tape_proportional,len500_hop050_th60
0,344,0,344,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v3_tape_proportional,len500_hop050_th60
16,432,4,428,12,0.009259259259259259,0.25,0.017857142857142856,233.25000000000352,228.49999999999858,0.0,,0.2727272727272727,0.39999999999999997,1.0,0.4,UNKN_20250205.wav,v3_tape_proportional,len500_hop050_th60
1,303,0,303,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v3_tape_proportional,len500_hop050_th60
3,230,1,229,2,0.004347826086956522,0.3333333333333333,0.008583690987124465,164.99999999996362,317.0000000000073,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th60
57,230,27,203,30,0.11739130434782609,0.47368421052631576,0.1881533101045296,214.07407407404256,264.185185185175,0.5,0.06896551724137931,0.4634146341463415,0.5588235294117647,0.5,0.3414634146341463,UNKN_20250205_3nd_obs.wav,v3_tape_proportional,len500_hop050_th60
0,69,0,69,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v3_tape_proportional,len500_hop050_th60
5,92,1,91,4,0.010869565217391304,0.2,0.020618556701030927,195.00000000005002,210.00000000003638,,,0.2,0.33333333333333337,,,x_20250205_2nd_obs.wav,v3_tape_proportional,len500_hop050_th60
1,741,0,741,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th70
0,655,0,655,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th70
7,757,0,757,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th70
1,220,1,219,0,0.004545454545454545,1.0,0.009049773755656108,341.0000000001219,378.00000000015643,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th70
1,442,0,442,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th70
37,286,10,276,27,0.03496503496503497,0.2702702702702703,0.06191950464396285,304.50000000000375,362.2999999999948,0.14285714285714285,0.16666666666666666,0.3,0.4,0.6666666666666666,0.30769230769230765,TINA_20250203_v2.wav,v2_quality,len500_hop050_th70
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th70
0,808,0,808,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v2_quality,len500_hop050_th70
16,1089,3,1086,13,0.0027548209366391185,0.1875,0.005429864253393665,258.3333333333376,310.3333333333431,0.0,,0.18181818181818182,0.28571428571428575,1.0,0.5,UNKN_20250205.wav,v2_quality,len500_hop050_th70
1,512,0,512,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v2_quality,len500_hop050_th70
3,1034,1,1033,2,0.0009671179883945841,0.3333333333333333,0.0019286403085824494,164.99999999996362,367.00000000001864,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v2_quality,len500_hop050_th70
57,854,13,841,44,0.01522248243559719,0.22807017543859648,0.02854006586169045,255.7692307692299,339.6923076922768,0.0,,0.21951219512195122,0.3333333333333333,0.2857142857142857,0.29629629629629634,UNKN_20250205_3nd_obs.wav,v2_quality,len500_hop050_th70
0,256,0,256,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v2_quality,len500_hop050_th70
5,429,0,429,5,0.0,0.0,0.0,,,,,0.0,,,,x_20250205_2nd_obs.wav,v2_quality,len500_hop050_th70
1,1072,0,1072,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th40
0,1034,0,1034,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th40
7,1045,0,1045,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th40
1,444,1,443,0,0.0022522522522522522,1.0,0.00449438202247191,341.0000000001219,428.00000000011096,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th40
1,757,0,757,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th40
37,549,5,544,32,0.009107468123861567,0.13513513513513514,0.017064846416382253,319.20000000001494,370.59999999999604,0.07142857142857142,0.10526315789473682,0.15,0.24,0.3333333333333333,0.25,TINA_20250203_v2.wav,v2_quality,len500_hop050_th40
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th40
0,1036,0,1036,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v2_quality,len500_hop050_th40
16,1088,1,1087,15,0.0009191176470588235,0.0625,0.0018115942028985507,323.0000000000359,218.00000000001774,0.0,,0.0,,1.0,1.0,UNKN_20250205.wav,v2_quality,len500_hop050_th40
1,835,0,835,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v2_quality,len500_hop050_th40
3,1144,0,1144,3,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_2nd_obs.wav,v2_quality,len500_hop050_th40
57,1046,12,1034,45,0.011472275334608031,0.21052631578947367,0.021758839528558477,298.83333333332257,395.3333333333191,0.0,,0.1951219512195122,0.3018867924528301,0.2857142857142857,0.30769230769230765,UNKN_20250205_3nd_obs.wav,v2_quality,len500_hop050_th40
0,425,0,425,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v2_quality,len500_hop050_th40
5,889,0,889,5,0.0,0.0,0.0,,,,,0.0,,,,x_20250205_2nd_obs.wav,v2_quality,len500_hop050_th40
1,307,0,307,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th90
0,243,0,243,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th90
7,386,0,386,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th90
1,86,1,85,0,0.011627906976744186,1.0,0.022988505747126436,240.99999999998545,378.00000000015643,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th90
1,167,1,166,0,0.005988023952095809,1.0,0.011904761904761906,152.00000000004366,263.9999999998963,1.0,1.0,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th90
37,159,15,144,22,0.09433962264150944,0.40540540540540543,0.15306122448979592,278.46666666668983,339.93333333333595,0.35714285714285715,0.3448275862068965,0.4,0.4571428571428572,0.6666666666666666,0.2222222222222222,TINA_20250203_v2.wav,v2_quality,len500_hop050_th90
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th90
0,362,0,362,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v2_quality,len500_hop050_th90
16,293,4,289,12,0.013651877133105802,0.25,0.025889967637540454,183.25000000000637,278.50000000000466,0.0,,0.2727272727272727,0.39999999999999997,1.0,0.4,UNKN_20250205.wav,v2_quality,len500_hop050_th90
1,331,0,331,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v2_quality,len500_hop050_th90
3,142,1,141,2,0.007042253521126761,0.3333333333333333,0.013793103448275864,264.99999999998636,317.0000000000073,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v2_quality,len500_hop050_th90
57,229,25,204,32,0.1091703056768559,0.43859649122807015,0.17482517482517484,189.84000000000265,338.0799999999658,1.0,0.14814814814814814,0.3902439024390244,0.48484848484848486,0.5,0.358974358974359,UNKN_20250205_3nd_obs.wav,v2_quality,len500_hop050_th90
0,91,0,91,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v2_quality,len500_hop050_th90
5,142,1,141,4,0.007042253521126761,0.2,0.01360544217687075,103.00000000006548,414.9999999999636,,,0.2,0.33333333333333337,,,x_20250205_2nd_obs.wav,v2_quality,len500_hop050_th90
1,1136,0,1136,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th30
0,1146,0,1146,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th30
7,1136,0,1136,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th30
1,511,1,510,0,0.0019569471624266144,1.0,0.00390625,341.0000000001219,428.00000000011096,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th30
1,851,0,851,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th30
37,672,4,668,33,0.005952380952380952,0.10810810810810811,0.011283497884344145,316.7500000000309,377.7499999999989,0.07142857142857142,0.11111111111111112,0.15,0.24999999999999997,0.0,,TINA_20250203_v2.wav,v2_quality,len500_hop050_th30
